Date,TSLA,UpperBand,MiddleBand,LowerBand,AAPL,SMA_AAPL,SMA_TSLA
2020-09-14,419.6199951171875,494.5656204564543,372.305463663737,250.04530687101962,114.62276458740234,117.27598393758139,372.305463663737
2020-09-15,449.760009765625,499.412235978628,377.3974639892578,255.38269199988758,114.80162048339844,117.50115458170573,377.3974639892578
2020-09-16,441.760009765625,502.6006690596363,382.20946451822914,261.818259976822,111.41340637207031,117.58933334350586,382.20946451822914
2020-09-17,423.42999267578125,503.39186057141893,386.4236643473307,269.4554681232425,109.63484954833984,117.60508524576822,386.4236643473307
2020-09-18,442.1499938964844,505.067638252645,391.23146464029946,277.39529102795393,106.15721130371094,117.37796274820964,391.23146464029946
2020-09-21,449.3900146484375,505.8229466632325,396.5263987223307,287.2298507814289,109.37651062011719,117.34376602172851,396.5263987223307
2020-09-22,424.2300109863281,502.51884253843707,401.21026611328125,299.90168968812543,111.09545135498047,117.3133778889974,401.21026611328125
2020-09-23,380.3599853515625,494.9702362737129,404.72633260091146,314.48242892811004,106.43541717529297,117.23869145711264,404.72633260091146
2020-09-24,387.7900085449219,490.85483911866527,407.2875996907552,323.72036026284513,107.52839660644531,117.08004531860351,407.2875996907552
2020-09-25,407.3399963378906,487.72674932051723,410.0589324951172,332.3911156697171,111.56244659423828,116.98962682088217,410.0589324951172
2020-09-28,421.20001220703125,484.9303049081003,413.094199625651,341.2580943432017,114.22532653808594,116.99136555989584,413.094199625651
